Property PK	Property Name	Operator GL PK	Operator Account Code	Operator Account Name	Primary GL PK	Primary Account Code	Primary Account Name	Month	Actual
1834	Ansley Place	10903	1652-51	Tennis Court - Site	10903	1652-51	Tennis Court - Site	2017-05-01	0.00
1834	Ansley Place	10903	1652-51	Tennis Court - Site	10903	1652-51	Tennis Court - Site	2017-06-01	0.00
1834	Ansley Place	10903	1652-51	Tennis Court - Site	10903	1652-51	Tennis Court - Site	2017-07-01	
1834	Ansley Place	10904	1652-90	Other Site Impr - Site	10904	1652-90	Other Site Impr - Site	2017-05-01	0.00
1834	Ansley Place	10904	1652-90	Other Site Impr - Site	10904	1652-90	Other Site Impr - Site	2017-06-01	0.00
1834	Ansley Place	10904	1652-90	Other Site Impr - Site	10904	1652-90	Other Site Impr - Site	2017-07-01	
1834	Ansley Place	10996	1654-90	Other Ext Bldg Impr- Ext	10996	1654-90	Other Ext Bldg Impr- Ext	2017-05-01	0.00
1834	Ansley Place	10996	1654-90	Other Ext Bldg Impr- Ext	10996	1654-90	Other Ext Bldg Impr- Ext	2017-06-01	0.00
1834	Ansley Place	10996	1654-90	Other Ext Bldg Impr- Ext	10996	1654-90	Other Ext Bldg Impr- Ext	2017-07-01	
1834	Ansley Place	10997		Total Nonrec Capital Exp-Int Bldng	10997		Total Nonrec Capital Exp-Int Bldng	2017-05-01	0.00
1834	Ansley Place	10997		Total Nonrec Capital Exp-Int Bldng	10997		Total Nonrec Capital Exp-Int Bldng	2017-06-01	0.00
1834	Ansley Place	10997		Total Nonrec Capital Exp-Int Bldng	10997		Total Nonrec Capital Exp-Int Bldng	2017-07-01	
1834	Ansley Place	10998	1655-15	Hallways - Int	10998	1655-15	Hallways - Int	2017-05-01	0.00
1834	Ansley Place	10998	1655-15	Hallways - Int	10998	1655-15	Hallways - Int	2017-06-01	0.00
1834	Ansley Place	10998	1655-15	Hallways - Int	10998	1655-15	Hallways - Int	2017-07-01	
1834	Ansley Place	10999	1655-16	Laundry Facility - Int	10999	1655-16	Laundry Facility - Int	2017-05-01	0.00
1834	Ansley Place	10999	1655-16	Laundry Facility - Int	10999	1655-16	Laundry Facility - Int	2017-06-01	0.00
1834	Ansley Place	10999	1655-16	Laundry Facility - Int	10999	1655-16	Laundry Facility - Int	2017-07-01	
1834	Ansley Place	11097	1656-08	Sub Metering - Mech	11097	1656-08	Sub Metering - Mech	2017-05-01	0.00
1834	Ansley Place	11097	1656-08	Sub Metering - Mech	11097	1656-08	Sub Metering - Mech	2017-06-01	0.00
1834	Ansley Place	11097	1656-08	Sub Metering - Mech	11097	1656-08	Sub Metering - Mech	2017-07-01	
1834	Ansley Place	11098	1656-09	Water Lines - Mech	11098	1656-09	Water Lines - Mech	2017-05-01	0.00
1834	Ansley Place	11098	1656-09	Water Lines - Mech	11098	1656-09	Water Lines - Mech	2017-06-01	0.00
1834	Ansley Place	11098	1656-09	Water Lines - Mech	11098	1656-09	Water Lines - Mech	2017-07-01	
1834	Ansley Place	11100	1656-90	Mech/Elect/PlumbOther - Mech	11100	1656-90	Mech/Elect/PlumbOther - Mech	2017-05-01	0.00
1834	Ansley Place	11100	1656-90	Mech/Elect/PlumbOther - Mech	11100	1656-90	Mech/Elect/PlumbOther - Mech	2017-06-01	0.00
1834	Ansley Place	11100	1656-90	Mech/Elect/PlumbOther - Mech	11100	1656-90	Mech/Elect/PlumbOther - Mech	2017-07-01	
1834	Ansley Place	11101		Total Nonrec Capital Exp-Mech/Elect/Plumb	11101		Total Nonrec Capital Exp-Mech/Elect/Plumb	2017-05-01	0.00
1834	Ansley Place	11101		Total Nonrec Capital Exp-Mech/Elect/Plumb	11101		Total Nonrec Capital Exp-Mech/Elect/Plumb	2017-06-01	0.00
1834	Ansley Place	11101		Total Nonrec Capital Exp-Mech/Elect/Plumb	11101		Total Nonrec Capital Exp-Mech/Elect/Plumb	2017-07-01	
1834	Ansley Place	11103	1657-02	Interior Upgrades - Office	11103	1657-02	Interior Upgrades - Office	2017-05-01	0.00
1834	Ansley Place	11103	1657-02	Interior Upgrades - Office	11103	1657-02	Interior Upgrades - Office	2017-06-01	0.00
1834	Ansley Place	11103	1657-02	Interior Upgrades - Office	11103	1657-02	Interior Upgrades - Office	2017-07-01	
1834	Ansley Place	11104	1657-03	Furnishings - Office	11104	1657-03	Furnishings - Office	2017-05-01	0.00
1834	Ansley Place	11104	1657-03	Furnishings - Office	11104	1657-03	Furnishings - Office	2017-06-01	0.00
1834	Ansley Place	11104	1657-03	Furnishings - Office	11104	1657-03	Furnishings - Office	2017-07-01	
1834	Ansley Place	11106	1657-04	Equipment - Office	11106	1657-04	Equipment - Office	2017-05-01	0.00
1834	Ansley Place	11106	1657-04	Equipment - Office	11106	1657-04	Equipment - Office	2017-06-01	0.00
1834	Ansley Place	11106	1657-04	Equipment - Office	11106	1657-04	Equipment - Office	2017-07-01	
1834	Ansley Place	11177	1659-07	Equipment - Misc	11177	1659-07	Equipment - Misc	2017-05-01	0.00
1834	Ansley Place	11177	1659-07	Equipment - Misc	11177	1659-07	Equipment - Misc	2017-06-01	0.00
1834	Ansley Place	11177	1659-07	Equipment - Misc	11177	1659-07	Equipment - Misc	2017-07-01	
1834	Ansley Place	11178	1659-11	Mold Compliance - Misc	11178	1659-11	Mold Compliance - Misc	2017-05-01	0.00
1834	Ansley Place	11178	1659-11	Mold Compliance - Misc	11178	1659-11	Mold Compliance - Misc	2017-06-01	0.00
1834	Ansley Place	11178	1659-11	Mold Compliance - Misc	11178	1659-11	Mold Compliance - Misc	2017-07-01	
1834	Ansley Place	11179	1659-90	Other - Misc	11179	1659-90	Other - Misc	2017-05-01	0.00
1834	Ansley Place	11179	1659-90	Other - Misc	11179	1659-90	Other - Misc	2017-06-01	0.00
1834	Ansley Place	11179	1659-90	Other - Misc	11179	1659-90	Other - Misc	2017-07-01	
1834	Ansley Place	11180		Total Nonrec Capital Exp-Other	11180		Total Nonrec Capital Exp-Other	2017-05-01	0.00
1834	Ansley Place	11180		Total Nonrec Capital Exp-Other	11180		Total Nonrec Capital Exp-Other	2017-06-01	0.00
1834	Ansley Place	11180		Total Nonrec Capital Exp-Other	11180		Total Nonrec Capital Exp-Other	2017-07-01	
1834	Ansley Place	11182		Total Capital Expense & Fixed Assets	11182		Total Capital Expense & Fixed Assets	2017-05-01	15854.41
1834	Ansley Place	11182		Total Capital Expense & Fixed Assets	11182		Total Capital Expense & Fixed Assets	2017-06-01	5613.68
1834	Ansley Place	11182		Total Capital Expense & Fixed Assets	11182		Total Capital Expense & Fixed Assets	2017-07-01	
1834	Ansley Place	11230	1651-26	Pool Fence - Site	11230	1651-26	Pool Fence - Site	2017-05-01	0.00
1834	Ansley Place	11230	1651-26	Pool Fence - Site	11230	1651-26	Pool Fence - Site	2017-06-01	0.00
1834	Ansley Place	11230	1651-26	Pool Fence - Site	11230	1651-26	Pool Fence - Site	2017-07-01	
1834	Ansley Place	11231	1651-31	Retaining Wall - Site	11231	1651-31	Retaining Wall - Site	2017-05-01	0.00
1834	Ansley Place	11231	1651-31	Retaining Wall - Site	11231	1651-31	Retaining Wall - Site	2017-06-01	0.00
1834	Ansley Place	11231	1651-31	Retaining Wall - Site	11231	1651-31	Retaining Wall - Site	2017-07-01	
1834	Ansley Place	11232	1654-01	Foundations - Ext	11232	1654-01	Foundations - Ext	2017-05-01	0.00
1834	Ansley Place	11232	1654-01	Foundations - Ext	11232	1654-01	Foundations - Ext	2017-06-01	0.00
1834	Ansley Place	11232	1654-01	Foundations - Ext	11232	1654-01	Foundations - Ext	2017-07-01	
1834	Ansley Place	11234	1654-05	Lt Wt Concrete- Ext	11234	1654-05	Lt Wt Concrete- Ext	2017-05-01	0.00
1834	Ansley Place	11234	1654-05	Lt Wt Concrete- Ext	11234	1654-05	Lt Wt Concrete- Ext	2017-06-01	0.00
1834	Ansley Place	11234	1654-05	Lt Wt Concrete- Ext	11234	1654-05	Lt Wt Concrete- Ext	2017-07-01	
1834	Ansley Place	11235	1654-13	Attic Ventilation/Chimneys - Ext	11235	1654-13	Attic Ventilation/Chimneys - Ext	2017-05-01	0.00
1834	Ansley Place	11235	1654-13	Attic Ventilation/Chimneys - Ext	11235	1654-13	Attic Ventilation/Chimneys - Ext	2017-06-01	0.00
1834	Ansley Place	11235	1654-13	Attic Ventilation/Chimneys - Ext	11235	1654-13	Attic Ventilation/Chimneys - Ext	2017-07-01	
1834	Ansley Place	11238	1656-10	Green Initiatives - Mech	11238	1656-10	Green Initiatives - Mech	2017-05-01	0.00
1834	Ansley Place	11238	1656-10	Green Initiatives - Mech	11238	1656-10	Green Initiatives - Mech	2017-06-01	0.00
1834	Ansley Place	11238	1656-10	Green Initiatives - Mech	11238	1656-10	Green Initiatives - Mech	2017-07-01	
1834	Ansley Place	11239	1657-05	Carpet - Office	11239	1657-05	Carpet - Office	2017-05-01	0.00
1834	Ansley Place	11239	1657-05	Carpet - Office	11239	1657-05	Carpet - Office	2017-06-01	0.00
1834	Ansley Place	11239	1657-05	Carpet - Office	11239	1657-05	Carpet - Office	2017-07-01	
1834	Ansley Place	11240	1657-12	Interior Upgrades - Clubroom	11240	1657-12	Interior Upgrades - Clubroom	2017-05-01	0.00
1834	Ansley Place	11240	1657-12	Interior Upgrades - Clubroom	11240	1657-12	Interior Upgrades - Clubroom	2017-06-01	0.00
1834	Ansley Place	11240	1657-12	Interior Upgrades - Clubroom	11240	1657-12	Interior Upgrades - Clubroom	2017-07-01	
1834	Ansley Place	11323	1657-15	Carpet - Clubroom	11323	1657-15	Carpet - Clubroom	2017-05-01	0.00
1834	Ansley Place	11323	1657-15	Carpet - Clubroom	11323	1657-15	Carpet - Clubroom	2017-06-01	0.00
1834	Ansley Place	11323	1657-15	Carpet - Clubroom	11323	1657-15	Carpet - Clubroom	2017-07-01	
1834	Ansley Place	11324	1657-42	Interior Upgrades - Model	11324	1657-42	Interior Upgrades - Model	2017-05-01	0.00
1834	Ansley Place	11324	1657-42	Interior Upgrades - Model	11324	1657-42	Interior Upgrades - Model	2017-06-01	0.00
1834	Ansley Place	11324	1657-42	Interior Upgrades - Model	11324	1657-42	Interior Upgrades - Model	2017-07-01	
1834	Ansley Place	11325	1657-43	Furnishings - Model	11325	1657-43	Furnishings - Model	2017-05-01	0.00
1834	Ansley Place	11325	1657-43	Furnishings - Model	11325	1657-43	Furnishings - Model	2017-06-01	0.00
1834	Ansley Place	11325	1657-43	Furnishings - Model	11325	1657-43	Furnishings - Model	2017-07-01	
1834	Ansley Place	11440	1657-01	Exterior Upgrades - Office	11440	1657-01	Exterior Upgrades - Office	2017-05-01	0.00
1834	Ansley Place	11440	1657-01	Exterior Upgrades - Office	11440	1657-01	Exterior Upgrades - Office	2017-06-01	0.00
1834	Ansley Place	11440	1657-01	Exterior Upgrades - Office	11440	1657-01	Exterior Upgrades - Office	2017-07-01	
1834	Ansley Place	11441	1657-29	Other - Fit Ctr	11441	1657-29	Other - Fit Ctr	2017-05-01	0.00
1834	Ansley Place	11441	1657-29	Other - Fit Ctr	11441	1657-29	Other - Fit Ctr	2017-06-01	0.00
1834	Ansley Place	11441	1657-29	Other - Fit Ctr	11441	1657-29	Other - Fit Ctr	2017-07-01	
1834	Ansley Place	11598	1654-06	Masonry- Ext	11598	1654-06	Masonry- Ext	2017-05-01	0.00
1834	Ansley Place	11598	1654-06	Masonry- Ext	11598	1654-06	Masonry- Ext	2017-06-01	0.00
1834	Ansley Place	11598	1654-06	Masonry- Ext	11598	1654-06	Masonry- Ext	2017-07-01	
1834	Ansley Place	11600	1655-08	Stair/Rail - Int	11600	1655-08	Stair/Rail - Int	2017-05-01	0.00
1834	Ansley Place	11600	1655-08	Stair/Rail - Int	11600	1655-08	Stair/Rail - Int	2017-06-01	0.00
1834	Ansley Place	11600	1655-08	Stair/Rail - Int	11600	1655-08	Stair/Rail - Int	2017-07-01	
1834	Ansley Place	11796	1652-55	Volleyball Court - Site	11796	1652-55	Volleyball Court - Site	2017-05-01	0.00
1834	Ansley Place	11796	1652-55	Volleyball Court - Site	11796	1652-55	Volleyball Court - Site	2017-06-01	0.00
1834	Ansley Place	11796	1652-55	Volleyball Court - Site	11796	1652-55	Volleyball Court - Site	2017-07-01	
1834	Ansley Place	11797	1659-09	Consulting Fees - Misc	11797	1659-09	Consulting Fees - Misc	2017-05-01	0.00
1834	Ansley Place	11797	1659-09	Consulting Fees - Misc	11797	1659-09	Consulting Fees - Misc	2017-06-01	0.00
1834	Ansley Place	11797	1659-09	Consulting Fees - Misc	11797	1659-09	Consulting Fees - Misc	2017-07-01	
1834	Ansley Place	12644	1659-03	Elevators - Misc	12644	1659-03	Elevators - Misc	2017-05-01	0.00
1834	Ansley Place	12644	1659-03	Elevators - Misc	12644	1659-03	Elevators - Misc	2017-06-01	0.00
1834	Ansley Place	12644	1659-03	Elevators - Misc	12644	1659-03	Elevators - Misc	2017-07-01	
1834	Ansley Place	12646	1659-04	Fire/Security System - Misc	12646	1659-04	Fire/Security System - Misc	2017-05-01	0.00
1834	Ansley Place	12646	1659-04	Fire/Security System - Misc	12646	1659-04	Fire/Security System - Misc	2017-06-01	0.00
1834	Ansley Place	12646	1659-04	Fire/Security System - Misc	12646	1659-04	Fire/Security System - Misc	2017-07-01	
1834	Ansley Place	12649	1659-05	Lead Paint Compliance - Misc	12649	1659-05	Lead Paint Compliance - Misc	2017-05-01	0.00
1834	Ansley Place	12649	1659-05	Lead Paint Compliance - Misc	12649	1659-05	Lead Paint Compliance - Misc	2017-06-01	0.00
1834	Ansley Place	12649	1659-05	Lead Paint Compliance - Misc	12649	1659-05	Lead Paint Compliance - Misc	2017-07-01	
1834	Ansley Place	12651	1659-06	Utility Conservation - Misc	12651	1659-06	Utility Conservation - Misc	2017-05-01	0.00
1834	Ansley Place	12651	1659-06	Utility Conservation - Misc	12651	1659-06	Utility Conservation - Misc	2017-06-01	0.00
1834	Ansley Place	12651	1659-06	Utility Conservation - Misc	12651	1659-06	Utility Conservation - Misc	2017-07-01	
1834	Ansley Place	13015	1618-17	Lt Wt Concrete/Subflooring - Int Apt	13015	1618-17	Lt Wt Concrete/Subflooring - Int Apt	2017-05-01	0.00
1834	Ansley Place	13015	1618-17	Lt Wt Concrete/Subflooring - Int Apt	13015	1618-17	Lt Wt Concrete/Subflooring - Int Apt	2017-06-01	0.00
1834	Ansley Place	13015	1618-17	Lt Wt Concrete/Subflooring - Int Apt	13015	1618-17	Lt Wt Concrete/Subflooring - Int Apt	2017-07-01	
1834	Ansley Place	13016	1654-10	Doors- Ext	13016	1654-10	Doors- Ext	2017-05-01	0.00
1834	Ansley Place	13016	1654-10	Doors- Ext	13016	1654-10	Doors- Ext	2017-06-01	0.00
1834	Ansley Place	13016	1654-10	Doors- Ext	13016	1654-10	Doors- Ext	2017-07-01	
1834	Ansley Place	13017	1654-11	Paint- Ext	13017	1654-11	Paint- Ext	2017-05-01	0.00
1834	Ansley Place	13017	1654-11	Paint- Ext	13017	1654-11	Paint- Ext	2017-06-01	0.00
1834	Ansley Place	13017	1654-11	Paint- Ext	13017	1654-11	Paint- Ext	2017-07-01	
1834	Ansley Place	13018	1654-12	Patio/Balcony/Fencing- Ext	13018	1654-12	Patio/Balcony/Fencing- Ext	2017-05-01	0.00
1834	Ansley Place	13018	1654-12	Patio/Balcony/Fencing- Ext	13018	1654-12	Patio/Balcony/Fencing- Ext	2017-06-01	0.00
1834	Ansley Place	13018	1654-12	Patio/Balcony/Fencing- Ext	13018	1654-12	Patio/Balcony/Fencing- Ext	2017-07-01	
1834	Ansley Place	13019	1654-14	Siding- Ext	13019	1654-14	Siding- Ext	2017-05-01	0.00
1834	Ansley Place	13019	1654-14	Siding- Ext	13019	1654-14	Siding- Ext	2017-06-01	0.00
1834	Ansley Place	13019	1654-14	Siding- Ext	13019	1654-14	Siding- Ext	2017-07-01	
1834	Ansley Place	13020	1656-07	Sanitary Lines - Mech	13020	1656-07	Sanitary Lines - Mech	2017-05-01	0.00
1834	Ansley Place	13020	1656-07	Sanitary Lines - Mech	13020	1656-07	Sanitary Lines - Mech	2017-06-01	0.00
1834	Ansley Place	13020	1656-07	Sanitary Lines - Mech	13020	1656-07	Sanitary Lines - Mech	2017-07-01	
1834	Ansley Place	13021	1657-39	Other - Bus Ctr	13021	1657-39	Other - Bus Ctr	2017-05-01	0.00
1834	Ansley Place	13021	1657-39	Other - Bus Ctr	13021	1657-39	Other - Bus Ctr	2017-06-01	0.00
1834	Ansley Place	13021	1657-39	Other - Bus Ctr	13021	1657-39	Other - Bus Ctr	2017-07-01	
1834	Ansley Place	13022	1657-45	Carpet - Model	13022	1657-45	Carpet - Model	2017-05-01	0.00
1834	Ansley Place	13022	1657-45	Carpet - Model	13022	1657-45	Carpet - Model	2017-06-01	0.00
1834	Ansley Place	13022	1657-45	Carpet - Model	13022	1657-45	Carpet - Model	2017-07-01	
1834	Ansley Place	13023	1652-62	Golf Course Equip - Site	13023	1652-62	Golf Course Equip - Site	2017-05-01	0.00
1834	Ansley Place	13023	1652-62	Golf Course Equip - Site	13023	1652-62	Golf Course Equip - Site	2017-06-01	0.00
1834	Ansley Place	13023	1652-62	Golf Course Equip - Site	13023	1652-62	Golf Course Equip - Site	2017-07-01	
1834	Ansley Place	18765	1657-22	Interior Upgrades - Fit Ctr	18765	1657-22	Interior Upgrades - Fit Ctr	2017-05-01	0.00
1834	Ansley Place	18765	1657-22	Interior Upgrades - Fit Ctr	18765	1657-22	Interior Upgrades - Fit Ctr	2017-06-01	0.00
1834	Ansley Place	18765	1657-22	Interior Upgrades - Fit Ctr	18765	1657-22	Interior Upgrades - Fit Ctr	2017-07-01	
1834	Ansley Place	18766	1657-24	Equipment - Fit Ctr	18766	1657-24	Equipment - Fit Ctr	2017-05-01	0.00
1834	Ansley Place	18766	1657-24	Equipment - Fit Ctr	18766	1657-24	Equipment - Fit Ctr	2017-06-01	0.00
1834	Ansley Place	18766	1657-24	Equipment - Fit Ctr	18766	1657-24	Equipment - Fit Ctr	2017-07-01	
1834	Ansley Place	18767	1657-33	Furnishings - Bus Ctr	18767	1657-33	Furnishings - Bus Ctr	2017-05-01	0.00
1834	Ansley Place	18767	1657-33	Furnishings - Bus Ctr	18767	1657-33	Furnishings - Bus Ctr	2017-06-01	0.00
1834	Ansley Place	18767	1657-33	Furnishings - Bus Ctr	18767	1657-33	Furnishings - Bus Ctr	2017-07-01	
1834	Ansley Place	18768		Total Nonrec Capital Exp-Admin Bldgs	18768		Total Nonrec Capital Exp-Admin Bldgs	2017-05-01	0.00
1834	Ansley Place	18768		Total Nonrec Capital Exp-Admin Bldgs	18768		Total Nonrec Capital Exp-Admin Bldgs	2017-06-01	0.00
1834	Ansley Place	18768		Total Nonrec Capital Exp-Admin Bldgs	18768		Total Nonrec Capital Exp-Admin Bldgs	2017-07-01	
1834	Ansley Place	18769	1657-23	Furnishings - Fit Ctr	18769	1657-23	Furnishings - Fit Ctr	2017-05-01	0.00
1834	Ansley Place	18769	1657-23	Furnishings - Fit Ctr	18769	1657-23	Furnishings - Fit Ctr	2017-06-01	0.00
1834	Ansley Place	18769	1657-23	Furnishings - Fit Ctr	18769	1657-23	Furnishings - Fit Ctr	2017-07-01	
1834	Ansley Place	18770	1657-25	Carpet - Fit Ctr	18770	1657-25	Carpet - Fit Ctr	2017-05-01	0.00
1834	Ansley Place	18770	1657-25	Carpet - Fit Ctr	18770	1657-25	Carpet - Fit Ctr	2017-06-01	0.00
1834	Ansley Place	18770	1657-25	Carpet - Fit Ctr	18770	1657-25	Carpet - Fit Ctr	2017-07-01	
1834	Ansley Place	20579	1618-09	Carpet - Int Apt	20579	1618-09	Carpet - Int Apt	2017-05-01	3411.22
1834	Ansley Place	20579	1618-09	Carpet - Int Apt	20579	1618-09	Carpet - Int Apt	2017-06-01	3656.41
1834	Ansley Place	20579	1618-09	Carpet - Int Apt	20579	1618-09	Carpet - Int Apt	2017-07-01	
1834	Ansley Place	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	2017-05-01	0.00
1834	Ansley Place	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	2017-06-01	573.05
1834	Ansley Place	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	2017-07-01	
1834	Ansley Place	20581	1618-11	Replumbing - Int Apt	20581	1618-11	Replumbing - Int Apt	2017-05-01	0.00
1834	Ansley Place	20581	1618-11	Replumbing - Int Apt	20581	1618-11	Replumbing - Int Apt	2017-06-01	0.00
1834	Ansley Place	20581	1618-11	Replumbing - Int Apt	20581	1618-11	Replumbing - Int Apt	2017-07-01	
1834	Ansley Place	20582	1618-12	Light Fixtures - Int Apt	20582	1618-12	Light Fixtures - Int Apt	2017-05-01	220.14
1834	Ansley Place	20582	1618-12	Light Fixtures - Int Apt	20582	1618-12	Light Fixtures - Int Apt	2017-06-01	0.00
1834	Ansley Place	20582	1618-12	Light Fixtures - Int Apt	20582	1618-12	Light Fixtures - Int Apt	2017-07-01	
1834	Ansley Place	20583	1618-15	Tub Enclosures - Int Apt	20583	1618-15	Tub Enclosures - Int Apt	2017-05-01	0.00
1834	Ansley Place	20583	1618-15	Tub Enclosures - Int Apt	20583	1618-15	Tub Enclosures - Int Apt	2017-06-01	0.00
1834	Ansley Place	20583	1618-15	Tub Enclosures - Int Apt	20583	1618-15	Tub Enclosures - Int Apt	2017-07-01	
1834	Ansley Place	20584	1618-16	Ceiling Fans - Int Apt	20584	1618-16	Ceiling Fans - Int Apt	2017-05-01	0.00
1834	Ansley Place	20584	1618-16	Ceiling Fans - Int Apt	20584	1618-16	Ceiling Fans - Int Apt	2017-06-01	0.00
1834	Ansley Place	20584	1618-16	Ceiling Fans - Int Apt	20584	1618-16	Ceiling Fans - Int Apt	2017-07-01	
1834	Ansley Place	20585		Total Recurring Capital Exp-Other	20585		Total Recurring Capital Exp-Other	2017-05-01	99.80
1834	Ansley Place	20585		Total Recurring Capital Exp-Other	20585		Total Recurring Capital Exp-Other	2017-06-01	0.00
1834	Ansley Place	20585		Total Recurring Capital Exp-Other	20585		Total Recurring Capital Exp-Other	2017-07-01	
1834	Ansley Place	20587	1651-20	Sealcoat/Striping - Site	20587	1651-20	Sealcoat/Striping - Site	2017-05-01	0.00
1834	Ansley Place	20587	1651-20	Sealcoat/Striping - Site	20587	1651-20	Sealcoat/Striping - Site	2017-06-01	0.00
1834	Ansley Place	20587	1651-20	Sealcoat/Striping - Site	20587	1651-20	Sealcoat/Striping - Site	2017-07-01	
1834	Ansley Place	20588	1651-21	Fencing - Site	20588	1651-21	Fencing - Site	2017-05-01	0.00
1834	Ansley Place	20588	1651-21	Fencing - Site	20588	1651-21	Fencing - Site	2017-06-01	0.00
1834	Ansley Place	20588	1651-21	Fencing - Site	20588	1651-21	Fencing - Site	2017-07-01	
1834	Ansley Place	20589	1651-22	Carport/Garages - Site	20589	1651-22	Carport/Garages - Site	2017-05-01	0.00
1834	Ansley Place	20589	1651-22	Carport/Garages - Site	20589	1651-22	Carport/Garages - Site	2017-06-01	0.00
1834	Ansley Place	20589	1651-22	Carport/Garages - Site	20589	1651-22	Carport/Garages - Site	2017-07-01	
1834	Ansley Place	20590	1651-23	Exterior Lighting - Site	20590	1651-23	Exterior Lighting - Site	2017-05-01	0.00
1834	Ansley Place	20590	1651-23	Exterior Lighting - Site	20590	1651-23	Exterior Lighting - Site	2017-06-01	0.00
1834	Ansley Place	20590	1651-23	Exterior Lighting - Site	20590	1651-23	Exterior Lighting - Site	2017-07-01	
1834	Ansley Place	20591	1651-24	Pool Rep/Decks/Equip - Site	20591	1651-24	Pool Rep/Decks/Equip - Site	2017-05-01	0.00
1834	Ansley Place	20591	1651-24	Pool Rep/Decks/Equip - Site	20591	1651-24	Pool Rep/Decks/Equip - Site	2017-06-01	0.00
1834	Ansley Place	20591	1651-24	Pool Rep/Decks/Equip - Site	20591	1651-24	Pool Rep/Decks/Equip - Site	2017-07-01	
1834	Ansley Place	20592		Total Nonrec Capital Exp-Site Impr	20592		Total Nonrec Capital Exp-Site Impr	2017-05-01	10403.37
1834	Ansley Place	20592		Total Nonrec Capital Exp-Site Impr	20592		Total Nonrec Capital Exp-Site Impr	2017-06-01	0.00
1834	Ansley Place	20592		Total Nonrec Capital Exp-Site Impr	20592		Total Nonrec Capital Exp-Site Impr	2017-07-01	
1834	Ansley Place	20593	1653-01	Plants/Lawn - Lscp	20593	1653-01	Plants/Lawn - Lscp	2017-05-01	0.00
1834	Ansley Place	20593	1653-01	Plants/Lawn - Lscp	20593	1653-01	Plants/Lawn - Lscp	2017-06-01	0.00
1834	Ansley Place	20593	1653-01	Plants/Lawn - Lscp	20593	1653-01	Plants/Lawn - Lscp	2017-07-01	
1834	Ansley Place	20594	1653-02	Tree Removal/Trim - Lscp	20594	1653-02	Tree Removal/Trim - Lscp	2017-05-01	0.00
1834	Ansley Place	20594	1653-02	Tree Removal/Trim - Lscp	20594	1653-02	Tree Removal/Trim - Lscp	2017-06-01	0.00
1834	Ansley Place	20594	1653-02	Tree Removal/Trim - Lscp	20594	1653-02	Tree Removal/Trim - Lscp	2017-07-01	
1834	Ansley Place	20595	1653-03	Irrigation System/Sprinkler - Lscp	20595	1653-03	Irrigation System/Sprinkler - Lscp	2017-05-01	0.00
1834	Ansley Place	20595	1653-03	Irrigation System/Sprinkler - Lscp	20595	1653-03	Irrigation System/Sprinkler - Lscp	2017-06-01	0.00
1834	Ansley Place	20595	1653-03	Irrigation System/Sprinkler - Lscp	20595	1653-03	Irrigation System/Sprinkler - Lscp	2017-07-01	
1834	Ansley Place	20596	1653-90	Other Landscaping - Lscp	20596	1653-90	Other Landscaping - Lscp	2017-05-01	0.00
1834	Ansley Place	20596	1653-90	Other Landscaping - Lscp	20596	1653-90	Other Landscaping - Lscp	2017-06-01	0.00
1834	Ansley Place	20596	1653-90	Other Landscaping - Lscp	20596	1653-90	Other Landscaping - Lscp	2017-07-01	
1834	Ansley Place	20597		Total Nonrec Capital Exp-Landscaping	20597		Total Nonrec Capital Exp-Landscaping	2017-05-01	0.00
1834	Ansley Place	20597		Total Nonrec Capital Exp-Landscaping	20597		Total Nonrec Capital Exp-Landscaping	2017-06-01	0.00
1834	Ansley Place	20597		Total Nonrec Capital Exp-Landscaping	20597		Total Nonrec Capital Exp-Landscaping	2017-07-01	
1834	Ansley Place	20598	1654-02	Termite Treatment- Ext	20598	1654-02	Termite Treatment- Ext	2017-05-01	0.00
1834	Ansley Place	20598	1654-02	Termite Treatment- Ext	20598	1654-02	Termite Treatment- Ext	2017-06-01	0.00
1834	Ansley Place	20598	1654-02	Termite Treatment- Ext	20598	1654-02	Termite Treatment- Ext	2017-07-01	
1834	Ansley Place	20599	1654-03	Carpentry- Ext	20599	1654-03	Carpentry- Ext	2017-05-01	0.00
1834	Ansley Place	20599	1654-03	Carpentry- Ext	20599	1654-03	Carpentry- Ext	2017-06-01	0.00
1834	Ansley Place	20599	1654-03	Carpentry- Ext	20599	1654-03	Carpentry- Ext	2017-07-01	
1834	Ansley Place	20600	1654-04	Windows- Ext	20600	1654-04	Windows- Ext	2017-05-01	0.00
1834	Ansley Place	20600	1654-04	Windows- Ext	20600	1654-04	Windows- Ext	2017-06-01	0.00
1834	Ansley Place	20600	1654-04	Windows- Ext	20600	1654-04	Windows- Ext	2017-07-01	
1834	Ansley Place	20601	1654-07	Roofing- Ext	20601	1654-07	Roofing- Ext	2017-05-01	0.00
1834	Ansley Place	20601	1654-07	Roofing- Ext	20601	1654-07	Roofing- Ext	2017-06-01	0.00
